claim_id,category,occurrence_count,clinical_validity,practice_current_eligibility,normalized_statement,numeric_values,routes,population_markers,context_markers,jurisdiction_markers
candidate-claim:fcf7cce8c42291d821ab,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta distinguir dmg de dm franco muda a orientacao de risco teratogenico dada a paciente - o que mudaria a decisao valor da gj na 1ª consulta (abaixo/acima de 92 e de 126) muda todo o fluxo diagnostico subsequente,126 ; 92,,,,
candidate-claim:cd62296e31ce6949699f,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta elevacao de creatinina ≥50% apos ieca/bra muda a investigacao para estenose de arteria renal gradiente de pressao mmss-mmii >10mmhg + ausencia de pulso em mmii redireciona para coarctacao de aorta,10mmhg ; 50,,,,
candidate-claim:dc3f2aa024c02cb8f7b0,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta encaminhamento a especialista so se o atraso persistir por mais de 2 consultas consecutivas ou se o marco continuar ausente no ultimo quadro sombreado da caderneta - diferencial perigoso escore z <-3 (muito baixo peso/magreza acentuada) ou >+3 (imc obesidade) exige investigacao mais agressiva de causa organica nao so reforco de orientacao alimentar,2 ; 3,,,,
candidate-claim:258eafb5969f1b20b607,cutoff_escore_estadiamento,1,pending,blocked,"- condicao da conduta estratificacao de risco no meduloblastoma (idade >3a tamanho do residuo ≤1,5cm citologia liquorica negativa ausencia de metastase) determina intensidade do tratamento e prognostico (81% padrao x 65% alto risco)",1 ; 65 ; 81,,,,
candidate-claim:028e967d64a5f4b2b69e,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta fossa posterior muda a regra do glasgow sangue intraventricular/dilatacao ventricular muda para dve etiologia = trombose de seio venoso muda para anticoagulacao plena mesmo com sangue,,,,,
candidate-claim:cc11fe070e9f106c5e2f,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta fr >60-70 irpm com obstrucao nasal → via parenteral,60 ; 70,,,,
candidate-claim:c9171c7a6b65ab6a379f,cutoff_escore_estadiamento,1,pending,blocked,"- condicao da conduta gravidade laboratorial (leucometria >15.000 creatinina ≥1,5x basal) e clinica (hipotensao ileo distensao abdominal) mudam o esquema — quadro fulminante pode exigir associacao parenteral e avaliacao cirurgica alem do esquema oral padrao","1,5 ; 15.000",,,,
candidate-claim:a7191903f0f534714fb0,cutoff_escore_estadiamento,1,pending,blocked,"- condicao da conduta grupo 4 muda a exigencia de investigacao mesmo sendo ""primario"" pelo nome frequencia de uso de analgesico muda o diagnostico para abuso de medicacao idade >50 anos com cefaleia nova aciona investigacao de arterite temporal",4 ; 50 anos,,,,
candidate-claim:87d253223dc1fd253ede,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta grupo de risco definido por idade + estadiamento clinico-radiologico + histologia (grau de diferenciacao) + biologia molecular (amplificacao n-myc delecao 11q ploidia do dna) — nunca so pela histologia isolada,,,,,
candidate-claim:6a0a65eb89223871a96b,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta hipopara pos-cirurgico so e rotulado permanente apos 1 ano pth<10 no pos-operatorio sinaliza maior risco de permanencia mas nao fecha o diagnostico antes do prazo,1 ; 10,,,,
candidate-claim:fe3f8c325e0ad5798961,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta hipotireoidismo subclinico so trata de imediato se gestante sintomatico tsh≥10 ou doenca cardiovascular associada — caso contrario repetir tsh em 3 meses,10 ; 3 meses,,gestante,,
candidate-claim:eb77eeceb459a87e4bad,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta hohf define lomitapida intolerancia a estatina define ezetimiba/acido bempedoico como alternativa tg>500 mg/dl define fibrato antes de qualquer outra classe,500 mg/dl,,,,
candidate-claim:b59286e25ebfe7995b44,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta idade <1 ano contraindica terapia empirica 1-2 anos,1 ; 2 anos,,,,
candidate-claim:a5e5f4054ab8a823eee8,cutoff_escore_estadiamento,1,pending,blocked,"- condicao da conduta intensidade inicial pelo hba1c (mono se no alvo dupla se >7,5–9% dupla/tripla se >9% tbi se >9% com sintomas ou hiperglicemia aguda grave)","7,5 ; 9",,,aguda,
candidate-claim:37864fc3799b080b6ce6,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta monitorizacao invasiva de pic so se ecg<9 tc anormal lesoes multiplas ou pos-operatorio — e so se paciente nao vigil e sem coagulopatia,9,,,,
candidate-claim:6488cc327ea224451a43,cutoff_escore_estadiamento,1,pending,blocked,"- condicao da conduta nahco₃ so se ph <6,9 cad euglicemica trata com sg 5–10% associado desde o inicio","10 ; 5 ; 6,9",,,,
candidate-claim:a28f156dbefe2c1ec40f,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta nefrectomia reservada para sangramento recorrente infeccao de cisto de repeticao ou rins muito aumentados dificultando transplante - diferencial perigoso aneurisma intracraniano associado a drpad — cefaleia que nao melhora diplopia ou alteracao neurologica exigem investigacao conduta conservadora se ≤6mm embolizacao/cirurgia se >6mm,,,,,
candidate-claim:92314b6cf028b5955b6e,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta neurocisticercose so trata se doenca ativa (sintomatico cisto viavel lcr positivo) toxoplasmose trata se cd4<100 (empirico) ou lesao focal em imunodeprimido,100,,,,
candidate-claim:28ce27bd40efe3e2a970,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta nodulo ≥4cm sempre cirurgia independente do bethesda ret+ no medular obriga rastrear familiares,,,,,
candidate-claim:3f769e693642378f8abd,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta pl so se sinais meningeos <12m 12-18m a criterio medico ou crise complicada — e so se nao houver contraindicacao (glasgow<12 choque septico hic coagulopatia suspeita de meningococcemia hemorragica),12,,,,
candidate-claim:f8c71424115d1ef20704,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta plano c reservado para perda de peso >10% contraindicacao de tro (ileo paralitico abdome agudo alteracao de consciencia/convulsoes) choque hipovolemico vomitos biliosos/incontrolaveis ou falha comprovada da tro — expansao por faixa etaria (30+70 ml/kg tempo variando conforme <1 ano ou ≥1 ano rn/cardiopata grave 10 ml/kg em 30 min),1 ; 10 ; 10 ml/kg ; 30 ; 30 min ; 70 ml/kg,,rn,agudo,
candidate-claim:4b91320bc0c334644ece,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta presenca de ≥2 series citopenicas associadas a clinica,2,,,,
candidate-claim:4b35b1bfa5256b67666a,cutoff_escore_estadiamento,1,pending,blocked,"- condicao da conduta profilaxia com norfloxacino so se criterio laboratorial (cr≥1,2/ureia>53,5/na≤130 ou child-pugh≥9+bilirrubina≥3) presente ou apos qualquer episodio previo de pbe (secundaria)","1,2 ; 130 ; 3 ; 53,5 ; 9",,,,
candidate-claim:8578a8b645fabc5a1495,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta radioterapia evitada se obstrucao urinaria presente braquiterapia so se gleason <7 prostata <60g expectativa de vida >5 anos e sem sintomas urinarios,5 anos ; 60g ; 7,,,,
candidate-claim:4f35dd56d9d502cf824e,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta rastrear em assintomatico apenas se idade-limite atingida ou imc≥25 + ≥1 fator de risco,1 ; 25,,,,
candidate-claim:d13be40173a04331a4cf,cutoff_escore_estadiamento,1,pending,blocked,"- condicao da conduta se basal >0,5 u/kg/dia ou hipoglicemias frequentes ou descontrole pos-prandial ou diferenca bed-time x jejum de 50-55 mg/dl → basal isolada nao e mais suficiente avancar de etapa","0,5 ; 50 ; 55 mg/dl",,,,
candidate-claim:f5cdb5ae7e51a04ad2e1,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta se o estado clinico nao permitir puncao lombar tratar empiricamente com doses adequadas para meningite (nao subdosar assumindo apenas sepse sem snc) - diferencial perigoso choque septico (fc>160 fr>60 pam<30 tec>2s oliguria) e civd (petequias hematuria hepatoesplenomegalia) sao sinais de gravidade que mudam a urgencia do suporte hemodinamico independente do resultado de cultura,160 ; 30 ; 60,,,,
candidate-claim:2d72afa4c85ae028bc8e,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta sem intencao de melhorar dmo/baixar calcio → sem farmaco bisfosfonato se meta e dmo cinacalcete se meta e baixar calcio - diferencial perigoso crise hipercalcemica (ca >14 mg/dl) e emergencia — hidratacao vigorosa antes de qualquer conduta definitiva suspeitar de carcinoma de paratireoide se pth>1000 ca>14 ou massa palpavel,1000 ; 14 ; 14 mg/dl,,,,
candidate-claim:3ccd08cc4b592e5dfd7f,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta sem melhora clinica em 48h reavaliar anormalidades do trato urinario (investigar obstrucao/malformacao nao apenas trocar antibiotico) - diferencial perigoso lactente < 3 meses com quadro inespecifico simile-sepse — bacteremia associada tem mortalidade de cerca de 10% nao esperar sintoma urinario para investigar,10 ; 3 meses ; 48h,,lactente,,
candidate-claim:a49b9535fbb5d690dff2,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta sintomatologia + grau de estenose mudam a indicacao cirurgica no toast 1 cha₂ds₂-vasc ≥2 indica anticoagular no toast 2 has-bled ≥3 aumenta vigilancia sem contraindicar por si so,1 ; 2 ; 3,,,,
candidate-claim:4a367ff59515da3253e6,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta subclinico so trata se tsh>10 tsh>7 com risco cv anti-tpo+ usg compativel desejo de engravidar ou sintomatico (teste terapeutico) idoso >80 anos com subclinico = vigilancia,10 ; 7 ; 80 anos,,idoso,,
candidate-claim:a4e2dad659a244deee79,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta transfusao simples se hb cai ≥2 g/dl do basal com repercussao transfusao de troca reservada para avc e sta grave (nao para priapismo) tcth e a unica cura restrito a casos selecionados com doador hla-compativel,2 g/dl,,,,
candidate-claim:ae70d6f9b7d59cc76fd3,cutoff_escore_estadiamento,1,pending,blocked,"- condicao da conduta ulcera persistente >4–6 semanas muda a conduta de ""tratar"" para ""biopsiar antes de tratar""",4 ; 6 semanas,,,,
candidate-claim:c67faac5a307ae2d187d,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta vigilancia so e opcao em estagio i sem fatores de risco de recidiva presenca de qualquer fator de risco muda para tratamento adjuvante (quimioterapia ou radioterapia/linfadenectomia conforme histologia),,,,,
candidate-claim:70b4fee469b20f625fce,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta vlpp define reabilitacao (>90) x cirurgia (<60) x tentativa de reabilitacao seguida de cirurgia se refratario (60–90) itu recorrente pos-menopausa sem disfuncao miccional → investigar hipoestrogenismo antes de escalar antibioticoprofilaxia,60 ; 90,,,,
candidate-claim:beaaac9dab9f6c0e9a3a,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada acertar 5 casos seguidos diferenciando extradural x subdural pelo padrao de intervalo lucido e aplicando o limiar cirurgico correto para cada um sem trocar os cortes numericos,5,,,,
candidate-claim:ff4780d44bf257371fc1,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada acertar a ordem de acesso vascular e o criterio de indicacao de trs (estagio x refratariedade) em 3 casos seguidos sem trocar doador/receptor universal,3,,,,
candidate-claim:adeeaa2beeb847a20710,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada acertar corretamente o limiar de tfg e a distincao nefro x urologia em 4 cenarios seguidos (cisto litiase itu recorrente dm/drc) sem confundir criterio diagnostico com criterio de encaminhamento,4,,,,
candidate-claim:71e66777d51520d50e98,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada acertar os 4 mini-casos sem reler a tabela de doses e nomear de cabeca o limiar de 500 mg/dl e a diferenca genfibrozilaxfenofibrato,4 ; 500 mg/dl,,,,
candidate-claim:7deeda03b72a712c26a9,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada aluno diferencia erisipela de celulite por borda+agente em <10 segundos e aplica corretamente o criterio de internacao (flictena/necrose) em 3 mini-casos seguidos sem erro,10 ; 3,,,,
candidate-claim:cada73d4b12daf4f9451,cutoff_escore_estadiamento,1,pending,blocked,"- criterio de parada aplicar corretamente a regra ""linfonodo comprometido = estagio 4"" e a tabela bosniak→conduta em 3 casos seguidos sem indicar biopsia de rotina para massa solida",3 ; 4,,,,
candidate-claim:5b9bfb6b2a5012294e64,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada aplicar corretamente o criterio temporal (≥3 meses) e o heatmap tfgxalbuminuria em 3 casos seguidos sem confundir estagio numerico com indicacao automatica de trs,3 ; 3 meses,,,,
candidate-claim:2c6c9da650cbde2176c3,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada aplicar corretamente o fluxo gj<92→totg / gj≥92→dmg fechado / gj≥126→dm franco em 3 casos seguidos sem confundir os rotulos,126 ; 3 ; 92,,,,
candidate-claim:1dc9eb08cf77306d21c5,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada aplicar corretamente os 6 criterios cirurgicos do hptp e classificar t-score/z-score em 4 mini-casos sem erro,4 ; 6,,,,
candidate-claim:ee7cb6a181b5d0cad5f3,cutoff_escore_estadiamento,1,pending,blocked,"- criterio de parada classificar corretamente 6 casos variando escore z (peso estatura pc imc) entre -3,5 e +3,5 calcular idade corrigida em 3 cenarios de ig diferentes e identificar o sinal de alarme certo para a idade em 4 vinhetas sem trocar a faixa etaria","3 ; 3,5 ; 4 ; 6",,,,
candidate-claim:88100f16bc96168bd15e,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada classificar corretamente 6 rn ficticios cruzando ig e peso nos 2 eixos sem trocar percentil por peso absoluto e reconhecer o prazo esperado de 4 reflexos arcaicos sem confundir persistencia normal com sinal de alerta,2 ; 4 ; 6,,rn,,
candidate-claim:d6fa4969b60fb7f6fff6,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada classificar corretamente o estagio kdigo (aplicando a regra do pior criterio e do valor absoluto ≥4) e decidir suspender/manter ieca-bra em 3 casos seguidos sem confundir o cenario agudo com o cronico,3 ; 4,,,agudo,
candidate-claim:488d19165dfbeae420a1,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada classificar corretamente os 4 mini-casos pela morfologia+tempo antes de nomear a doenca e disparar o checklist de kawasaki de forma automatica diante de febre >5 dias com exantema,4 ; 5 dias,,,,
candidate-claim:a32d651f88d65772e05a,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada classificar corretamente primario x central x subclinico em 4 combinacoes de tsh/t4l embaralhadas e aplicar o limiar de tratamento certo do subclinico por idade/risco cv em 3 casos seguidos sem reler a tabela,3 ; 4,,,,
candidate-claim:643f1d6bae530f6f1291,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada executar tres cenarios sem usar apgar como gatilho sem,,,,,
candidate-claim:30b866adcf8ce506e653,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada quando conseguir dado um caso de deficit neurologico subito nomear corretamente a escala aplicavel recusar-se a fechar etiologia sem imagem e ajustar a conduta a 3 variacoes de tempo de ictus (dentro da janela entre 4h30-24h e >24h) sem consultar a fonte,24h ; 3,,,,
candidate-claim:17cbf2ef8f501effe88f,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada reconhecer sem hesitacao a diferenca ea x enp e o limiar de 72h de sucesso/falha de extubacao em 2 casos rapidos,2 ; 72h,,,,
candidate-claim:473dca1ddd4b5d53dd15,cutoff_escore_estadiamento,1,pending,blocked,- criterio de parada reconhecer sem hesitacao em 4/4 mini-casos qual complicacao aguda da doenca falciforme esta em curso e aplicar o limiar de acao correspondente sem misturar condutas entre elas,4,,,aguda,
